2023-04-17 22:24:22: Temperatur=21.0, Luftfeuchtigkeit=59.0, Taupunkt=12.7
2023-04-22 12:22:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:22:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:22:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:23:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:23:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:24:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:24:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:24:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:25:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:25:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:25:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:26:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:26:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:26:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:27:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:27:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:28:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:28:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:29:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:29:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:29:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:30:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:30:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:30:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:31:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:31:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:31:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:32:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:32:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:32:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:33:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:33:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:34:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:34:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:34:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:35:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:35:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:35:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:36:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:36:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:36:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:37:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:37:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:37:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:38:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:38:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:38:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:39:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:39:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:40:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:40:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:40:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:41:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:41:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:41:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:42:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:42:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:42:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:43:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:43:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:43:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:44:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:44:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:45:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:45:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:45:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:46:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:46:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:47:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:47:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:47:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:48:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:48:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:48:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:49:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:49:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:50:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:50:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:50:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:51:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:51:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:51:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:52:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:52:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:52:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:53:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:53:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:53:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:54:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:54:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:55:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:55:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:55:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:56:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:56:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:56:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:57:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:57:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:57:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:58:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:58:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:58:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:59:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:59:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:59:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:00:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:00:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:01:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:01:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:01:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:02:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:02:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:02:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:03:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:03:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:03:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:04:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:04:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:04:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:05:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:05:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:06:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:06:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:06:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:07:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:07:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:08:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:08:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:08:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:09:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:09:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:09:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:10:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:10:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:11:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:11:11: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:11:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:12:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:12:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:12:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:13:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:13:17: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:13:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:14:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:14:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:14:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:15:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:15:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:16:02: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:16:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:16:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:17:08: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:17:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:17:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:18:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:18:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:18:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:19:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:19:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 13:19:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
